PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Total_Bathrooms,Total_Bsmt_Finished_SF,Total_Porch_SF,Total_House_SF,Outdoor_SF,House_Age,Since_Remodel,Garage_Age,Area_per_Room,Area_per_Bedroom,Bathrooms_per_Bedroom,Outdoor_to_TotalArea,Basement_to_Living_Ratio,Quality_x_Area,Quality_x_TotalSF,Condition_x_Age,Rooms_x_Bathrooms,Bedrooms_x_Bathrooms,Bsmt_Quality_x_FinishedSF,log_Lot_Area,log_Gr_Liv_Area,log_Total_House_SF,log_Total_Bsmt_Finished_SF,log_Total_Porch_SF,log_Outdoor_SF,log_SalePrice
533253180,120,RL,40.0,3840,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,TwnhsE,1Story,8,6,1978-01-01,1998-01-01,Gable,CompShg,Wd Sdng,Plywood,None,0.0,4,3,CBlock,4,3,4,6,881.0,2,176.0,0.0,1057.0,GasA,3,Y,SBrkr,1295,0,0,1295,1,0,1,0,1,1,4,4,8,2,3,Attchd,1978-01-01,Fin,2,571.0,3,3,Y,133,89,0,0,0,0,0,0,None,0,7,2007-01-01,WD,Normal,213750,2.0,1057.0,89,2352.0,222,29,9,29,323.75,1295.0,2.0,0.09434764130896728,0.8155864197530864,10360,18816.0,174,8.0,2.0,4228.0,8.253488028345904,7.16703787691222,7.763446388727362,6.964135612418245,4.499809670330265,5.407171771460119,12.272567065150636
533254100,80,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976-01-01,1994-01-01,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,4,4,CBlock,3,3,1,1,0.0,1,0.0,528.0,528.0,GasA,5,Y,SBrkr,1094,761,0,1855,0,0,2,1,3,1,3,7,8,1,3,Attchd,1976-01-01,RFn,2,512.0,3,3,Y,113,100,0,0,0,0,0,0,None,0,8,2007-01-01,WD,Normal,187000,2.5,0.0,100,1855.0,213,31,13,31,265.0,618.3333333333334,0.8333333333333334,0.11476293103448276,0.0,11130,11130.0,217,17.5,7.5,0.0,9.169622538697624,7.526178913346146,7.526178913346146,0.0,4.61512051684126,5.365976015021851,12.138869243416009
533254130,20,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,6,8,1976-01-01,1976-01-01,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4,3,4,5,978.0,1,0.0,284.0,1262.0,GasA,5,Y,SBrkr,1262,0,0,1262,0,1,2,0,3,1,3,6,8,1,3,Attchd,1976-01-01,RFn,2,460.0,3,3,Y,298,0,0,0,0,0,0,0,None,0,5,2007-01-01,WD,Normal,181500,2.5,978.0,0,2240.0,298,31,31,31,210.33333333333334,420.6666666666667,0.8333333333333334,0.13297634984381973,0.7743467933491687,7572,13440.0,248,15.0,7.5,3912.0,9.169622538697624,7.141245122350491,7.714677473800927,6.88653164253051,0.0,5.700443573390686,12.109016442313738
533350020,20,RL,94.0,17778,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,5,1981-01-01,1981-01-01,Hip,CompShg,BrkFace,BrkFace,None,0.0,4,3,CBlock,4,3,4,5,1632.0,3,829.0,0.0,2461.0,GasA,4,Y,SBrkr,2497,0,0,2497,1,0,2,0,2,1,4,7,8,2,4,Attchd,1981-01-01,RFn,2,676.0,3,3,Y,266,0,0,0,0,0,0,0,None,0,3,2007-01-01,WD,Normal,373000,3.0,2461.0,0,4958.0,266,26,26,26,356.7142857142857,1248.5,1.5,0.05363984674329502,0.9851881505204163,19976,39664.0,130,21.0,6.0,9844.0,9.785773264516571,7.823245690685523,8.508959386489133,7.808729306744399,0.0,5.58724865840025,12.829336379587506
533352075,90,RL,72.0,18890,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977-01-01,1977-01-01,Shed,CompShg,Plywood,Plywood,None,1.0,3,3,CBlock,4,3,1,6,498.0,3,211.0,652.0,1361.0,GasA,5,Y,SBrkr,1361,1259,0,2620,0,0,2,2,4,2,3,12,8,1,3,BuiltIn,1977-01-01,RFn,2,600.0,3,3,N,155,24,145,0,0,0,0,0,Gar2,8300,8,2007-01-01,WD,Normal,190000,3.0,709.0,169,3329.0,179,30,30,30,218.33333333333334,655.0,0.75,0.053753753753753755,0.2705074399084319,13100,16645.0,150,36.0,12.0,2836.0,9.846440897156853,7.8713112033234065,8.110727582974489,6.565264970035361,5.135798437050262,5.19295685089021,12.154784614286667
534104090,60,FV,72.5,7050,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001-01-01,2001-01-01,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,738.0,1,0.0,319.0,1057.0,GasA,5,Y,SBrkr,1057,872,0,1929,1,0,2,1,3,1,4,7,8,1,3,Attchd,2001-01-01,Fin,2,650.0,3,3,Y,0,235,0,0,0,0,0,0,None,0,5,2007-01-01,WD,Normal,226000,3.5,738.0,235,2667.0,235,6,6,6,275.57142857142856,643.0,1.1666666666666667,0.08808095952023988,0.38238341968911915,13503,18669.0,30,24.5,10.5,2952.0,8.860924729719041,7.5652752818989315,7.889084407035514,6.6052979209482015,5.4638318050256105,5.4638318050256105,12.328294703023396
534125120,20,RL,78.0,11700,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,6,6,1968-01-01,1968-01-01,Gable,CompShg,MetalSd,MetalSd,BrkFace,41.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,912.0,912.0,GasA,5,Y,SBrkr,1152,0,0,1152,1,0,1,1,3,1,3,7,8,0,0,Attchd,1968-01-01,RFn,2,412.0,3,3,Y,0,126,0,0,0,0,0,0,None,0,9,2007-01-01,CWD,Normal,143450,2.5,0.0,126,1152.0,126,39,39,39,164.57142857142858,384.0,0.8333333333333334,0.10928013876843018,0.0,6912,6912.0,234,17.5,7.5,0.0,9.367429587218957,7.050122520269059,7.050122520269059,0.0,4.844187086458591,4.844187086458591,11.873748792455272
534127080,60,RL,80.0,8000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,6,1970-01-01,1970-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,525.0,3,3,CBlock,3,3,1,3,915.0,1,0.0,93.0,1008.0,GasA,3,Y,SBrkr,1403,1008,0,2411,1,0,2,1,4,1,3,8,8,1,1,Attchd,1970-01-01,RFn,2,570.0,3,3,Y,0,192,0,0,0,0,0,0,None,0,6,2007-01-01,WD,Normal,240050,3.5,915.0,192,3326.0,192,37,37,37,301.375,602.75,0.875,0.057709648331830475,0.3793532338308458,14466,19956.0,222,28.0,14.0,2745.0,8.987321812850125,7.788211557847076,8.109826276018477,6.82001636467413,5.262690188904886,5.262690188904886,12.388606679749202
534127140,85,RL,80.0,8723,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,SFoyer,6,6,1969-01-01,1969-01-01,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,3,4,973.0,1,0.0,0.0,973.0,GasA,5,Y,SBrkr,1082,0,0,1082,1,0,1,0,3,1,3,6,8,0,0,Attchd,1969-01-01,Unf,2,480.0,3,3,Y,160,0,0,0,0,0,0,0,None,0,1,2007-01-01,WD,Normal,162500,2.0,973.0,0,2055.0,160,38,38,38,180.33333333333334,360.6666666666667,0.6666666666666666,0.07782101167315175,0.8984302862419206,6492,12330.0,228,12.0,6.0,3892.0,9.07383312732152,6.9874902470009905,7.628517626575055,6.881411303642535,0.0,5.081404364984463,11.998439434579149
534127260,20,RL,130.0,11700,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1968-01-01,1968-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,196.0,3,3,PConc,4,3,1,5,910.0,1,0.0,385.0,1295.0,GasA,2,Y,SBrkr,1295,0,0,1295,1,0,1,1,3,1,3,6,8,0,0,Attchd,1968-01-01,Fin,2,528.0,3,3,Y,0,194,0,0,200,0,0,0,None,0,4,2007-01-01,WD,Normal,164000,2.5,910.0,394,2205.0,194,39,39,39,215.83333333333334,431.6666666666667,0.8333333333333334,0.08794197642792384,0.7021604938271605,7770,13230.0,195,15.0,7.5,3640.0,9.367429587218957,7.16703787691222,7.698936199813447,6.814542897259958,5.978885764901122,5.272999558563747,12.00762780434872
534128090,20,RL,108.0,11358,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1972-01-01,1987-01-01,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,4,346.0,1,0.0,778.0,1124.0,GasA,3,Y,SBrkr,1610,0,0,1610,0,0,2,0,3,1,4,8,8,1,3,Attchd,1972-01-01,RFn,2,515.0,3,3,Y,202,0,0,0,256,0,0,0,None,0,5,2007-01-01,WD,Normal,185000,2.0,346.0,256,1956.0,202,35,20,35,201.25,536.6666666666666,0.6666666666666666,0.1032192130812468,0.21477343265052762,11270,13692.0,245,16.0,6.0,1038.0,9.337765660231423,7.384610383176974,7.579167967396076,5.849324779946859,5.54907608489522,5.313205979041787,12.128116509451258
534151090,20,RL,80.0,9547,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1993-01-01,1993-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,112.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1594.0,1594.0,GasA,5,Y,SBrkr,1594,0,0,1594,0,0,2,0,2,1,4,6,8,1,3,Attchd,1993-01-01,RFn,2,472.0,3,3,Y,190,80,0,0,0,0,0,0,None,0,7,2007-01-01,WD,Normal,188500,2.0,0.0,80,1594.0,270,14,14,14,265.6666666666667,797.0,1.0,0.16927899686520376,0.0,11158,11158.0,84,12.0,4.0,0.0,9.16408698745872,7.374629015218945,7.374629015218945,0.0,4.394449154672439,5.602118820879701,12.146858590895919
534151180,60,RL,78.0,10530,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1993-01-01,1993-01-01,Gable,CompShg,MetalSd,MetalSd,BrkFace,194.0,4,3,PConc,4,3,1,6,819.0,1,0.0,329.0,1148.0,GasA,5,Y,SBrkr,1091,984,0,2075,1,0,2,1,3,1,4,8,8,1,4,Attchd,1993-01-01,Unf,2,473.0,3,3,Y,235,86,0,0,0,0,0,0,None,0,8,2007-01-01,WD,Normal,255000,3.5,819.0,86,2894.0,321,14,14,14,259.375,691.6666666666666,1.1666666666666667,0.11088082901554404,0.3945086705202312,14525,20258.0,84,28.0,10.5,3276.0,9.262078567380597,7.638198244285779,7.970740390007095,6.709304340258299,4.465908118654584,5.7745515455444085,12.449022745701502
534175010,90,RL,80.0,11500,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Feedr,RRAn,Duplex,1Story,5,6,1976-01-01,1976-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,164.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1680.0,1680.0,GasA,2,Y,SBrkr,1680,0,0,1680,0,0,2,0,4,2,3,8,8,0,0,Detchd,1976-01-01,Unf,2,528.0,3,3,Y,0,0,0,0,0,0,0,0,None,0,6,2007-01-01,WD,Normal,136905,2.0,0.0,0,1680.0,0,31,31,31,210.0,420.0,0.5,0.0,0.0,8400,8400.0,186,16.0,8.0,0.0,9.350189267092581,7.427144133408616,7.427144133408616,0.0,0.0,0.0,11.827049837927534
534176140,20,RL,88.0,10738,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1966-01-01,1966-01-01,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,5,792.0,1,0.0,301.0,1093.0,GasA,4,Y,SBrkr,1093,0,0,1093,1,0,2,0,3,1,3,6,8,1,2,Attchd,1966-01-01,RFn,2,484.0,3,3,Y,224,0,0,0,0,0,0,0,Shed,400,11,2007-01-01,WD,Normal,158500,3.0,792.0,0,1885.0,224,41,41,41,182.16666666666666,364.3333333333333,1.0,0.11876988335100742,0.7239488117001828,6558,11310.0,287,18.0,9.0,2376.0,9.281637253858216,6.9975959829819265,7.542213463193403,6.675823221634848,0.0,5.41610040220442,11.973516181427835
534177210,20,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1973-01-01,1973-01-01,Hip,CompShg,HdBoard,HdBoard,BrkFace,320.0,3,3,CBlock,3,3,1,5,916.0,1,0.0,326.0,1242.0,GasA,2,Y,SBrkr,1242,0,0,1242,0,0,1,1,3,1,3,6,8,1,3,Attchd,1973-01-01,Unf,2,528.0,3,3,Y,0,0,0,0,0,0,0,0,None,0,9,2007-01-01,WD,Normal,175500,1.5,916.0,0,2158.0,0,34,34,34,207.0,414.0,0.5,0.0,0.7369267900241352,8694,15106.0,204,9.0,4.5,2748.0,9.169622538697624,7.1252830915107115,7.677400430514807,6.821107472256465,0.0,0.0,12.075400019877522
534178010,20,RL,80.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1963-01-01,1963-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,203.0,3,3,CBlock,3,3,1,4,617.0,3,264.0,171.0,1052.0,GasA,3,Y,SBrkr,1052,0,0,1052,1,0,1,0,3,1,3,6,8,0,0,Attchd,1963-01-01,Fin,1,311.0,3,3,Y,0,133,0,0,0,0,0,0,None,0,2,2007-01-01,COD,Normal,127000,2.0,881.0,133,1933.0,133,44,44,44,175.33333333333334,350.6666666666667,0.6666666666666666,0.0687693898655636,0.8366571699905033,6312,11598.0,220,12.0,6.0,2643.0,9.287394001418473,6.959398512133975,7.56734567601324,6.782192056006791,4.897839799950911,4.897839799950911,11.751950239425476
534201040,20,RL,70.0,8050,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967-01-01,1993-01-01,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,5,474.0,4,38.0,437.0,949.0,GasA,3,Y,SBrkr,1107,0,0,1107,1,0,1,0,3,1,4,5,8,0,0,Attchd,1967-01-01,RFn,1,308.0,3,3,Y,88,64,0,0,0,0,0,0,None,0,3,2007-01-01,WD,Normal,127000,2.0,512.0,64,1619.0,152,40,14,40,221.4,369.0,0.6666666666666666,0.09382716049382717,0.4620938628158845,5535,8095.0,240,10.0,6.0,1536.0,8.993551586299981,7.010311867307229,7.3901814282264295,6.240275845170769,4.174387269895637,5.030437921392435,11.751950239425476
534202030,20,RL,73.0,10355,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967-01-01,1967-01-01,Gable,CompShg,MetalSd,MetalSd,BrkFace,196.0,3,3,CBlock,3,3,1,4,695.0,1,0.0,519.0,1214.0,GasA,3,Y,SBrkr,1214,0,0,1214,0,0,2,0,3,1,3,5,8,1,2,Attchd,1967-01-01,RFn,1,318.0,3,3,Y,0,111,0,0,0,0,0,0,None,0,7,2007-01-01,WD,Normal,143000,2.0,695.0,111,1909.0,111,40,40,40,242.8,404.6666666666667,0.6666666666666666,0.0581151832460733,0.5720164609053497,6070,9545.0,200,10.0,6.0,2085.0,9.245321340871428,7.102499355774649,7.554858521040676,6.54534966033442,4.718498871295094,4.718498871295094,11.870606902224587
534204120,20,RL,79.0,10289,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1965-01-01,1965-01-01,Hip,CompShg,MetalSd,MetalSd,BrkFace,168.0,3,3,CBlock,3,3,1,5,836.0,1,0.0,237.0,1073.0,GasA,3,Y,SBrkr,1073,0,0,1073,1,0,1,1,3,1,3,6,8,0,0,Attchd,1965-01-01,RFn,2,515.0,3,3,Y,0,0,0,0,0,0,0,0,None,0,6,2007-01-01,WD,Normal,156000,2.5,836.0,0,1909.0,0,42,42,42,178.83333333333334,357.6666666666667,0.8333333333333334,0.0,0.7783985102420856,5365,9545.0,294,15.0,7.5,2508.0,9.238927828828094,6.97914527506881,7.554858521040676,6.729824070489475,0.0,0.0,11.957617696467539
534252040,20,RL,73.0,9503,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1958-01-01,1983-01-01,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,5,457.0,3,374.0,193.0,1024.0,GasA,3,Y,SBrkr,1344,0,0,1344,1,0,1,0,2,1,3,6,7,1,3,Detchd,1970-01-01,Unf,1,484.0,3,3,Y,316,28,0,0,0,0,0,0,None,0,6,2007-01-01,WD,Normal,144000,2.0,831.0,28,2175.0,344,49,24,37,224.0,672.0,1.0,0.15808823529411764,0.6178438661710037,6720,10875.0,245,12.0,4.0,2493.0,9.159468041602427,7.20414929203594,7.685243607975833,6.723832440821209,3.367295829986474,5.84354441703136,11.87757552297847
534252060,90,RL,73.0,10624,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,1964-01-01,1964-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,84.0,3,3,CBlock,3,3,1,6,40.0,3,264.0,1424.0,1728.0,GasA,3,Y,SBrkr,1728,0,0,1728,0,1,2,0,6,2,3,10,8,0,0,Detchd,2002-01-01,Unf,1,352.0,3,3,Y,155,0,0,0,0,0,0,0,None,0,11,2007-01-01,WD,Normal,119000,2.5,304.0,0,2032.0,155,43,43,5,172.8,288.0,0.4166666666666667,0.07624200688637482,0.17582417582417584,8640,10160.0,172,25.0,15.0,912.0,9.270964993792617,7.455298485683291,7.617267813628347,5.720311776607412,0.0,5.049856007249537,11.686887175419702
534252070,90,RL,73.0,10899,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1964-01-01,1964-01-01,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,N,SBrkr,1224,0,0,1224,0,0,2,0,2,2,3,8,8,0,0,CarPort,1964-01-01,Unf,3,530.0,3,3,Y,0,0,0,0,0,0,0,0,None,0,4,2007-01-01,WD,Normal,103000,2.0,0.0,0,1224.0,0,43,43,43,153.0,612.0,1.0,0.0,0.0,4896,4896.0,215,16.0,4.0,0.0,9.296518068217235,7.110696122978827,7.110696122978827,0.0,0.0,0.0,11.542493975902508
534252110,20,RL,73.0,12342,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960-01-01,1978-01-01,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,978.0,978.0,GasA,3,Y,SBrkr,1422,0,0,1422,0,0,1,0,3,1,3,6,7,1,3,Attchd,1960-01-01,RFn,1,286.0,3,3,Y,0,0,36,0,0,0,0,0,Shed,600,8,2007-01-01,WD,Normal,139900,1.0,0.0,36,1422.0,0,47,29,47,237.0,474.0,0.3333333333333333,0.0,0.0,7110,7110.0,235,6.0,3.0,0.0,9.42084437974393,7.260522598089852,7.260522598089852,0.0,3.6109179126442243,0.0,11.848690308590857
534275170,20,RL,73.0,12772,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1960-01-01,1998-01-01,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,2,4,498.0,1,0.0,460.0,958.0,GasA,3,Y,SBrkr,958,0,0,958,0,0,1,0,2,1,3,5,8,0,0,Attchd,1960-01-01,RFn,1,301.0,3,3,Y,0,0,0,0,0,0,0,0,Gar2,15500,4,2007-01-01,WD,Normal,151500,1.0,498.0,0,1456.0,0,47,9,47,191.6,479.0,0.5,0.0,0.5192909280500522,5748,8736.0,376,5.0,2.0,1494.0,9.455088847042777,6.8658910748834385,7.284134806195205,6.212606095751519,0.0,0.0,11.928347504569842
534275220,20,RL,80.0,8892,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960-01-01,1960-01-01,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1065.0,1065.0,GasA,4,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,3,6,8,0,0,Detchd,1974-01-01,Unf,2,461.0,3,3,Y,74,0,0,0,0,0,0,0,None,0,7,2007-01-01,COD,Normal,126500,1.5,0.0,0,1065.0,74,47,47,33,177.5,355.0,0.5,0.06941838649155722,0.0,5325,5325.0,235,9.0,4.5,0.0,9.09301972939964,6.97166860472579,6.97166860472579,0.0,0.0,4.31748811353631,11.748005492256807
534276070,80,RL,65.0,10482,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958-01-01,1958-01-01,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,3,4,CBlock,3,3,3,6,507.0,1,0.0,81.0,588.0,GasA,5,Y,SBrkr,1138,0,0,1138,0,1,1,0,3,1,3,6,8,0,0,Attchd,1958-01-01,RFn,1,264.0,3,3,Y,224,0,0,0,0,0,0,0,None,0,6,2007-01-01,WD,Normal,145000,1.5,507.0,0,1645.0,224,49,49,49,189.66666666666666,379.3333333333333,0.5,0.13608748481166463,0.44512730465320455,6828,9870.0,392,9.0,4.5,1521.0,9.257510176452573,7.037905963447182,7.406103381237015,6.230481447578482,0.0,5.41610040220442,11.884495917930655
534276160,20,RL,70.0,7535,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958-01-01,1985-01-01,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,4,111.0,2,279.0,522.0,912.0,GasA,2,Y,SBrkr,912,0,0,912,0,1,1,0,2,1,3,5,8,0,0,Attchd,1958-01-01,Fin,1,297.0,3,3,Y,12,285,0,0,0,0,0,0,Shed,480,6,2007-01-01,WD,Normal,120000,1.5,390.0,285,1302.0,297,49,22,49,182.4,456.0,0.75,0.22793553338449732,0.42716319824753557,4560,6510.0,343,7.5,3.0,1170.0,8.927446816256198,6.816735880594968,7.172424577124845,5.968707559985366,5.655991810819852,5.697093486505405,11.695255355062795
534276180,20,RL,74.0,7450,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956-01-01,1956-01-01,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,438.0,2,206.0,250.0,894.0,GasA,4,Y,SBrkr,1074,0,0,1074,0,0,1,0,2,1,4,6,7,1,4,Detchd,1966-01-01,Unf,2,396.0,3,3,Y,0,72,0,0,0,0,0,0,None,0,1,2007-01-01,WD,Normal,124000,1.0,644.0,72,1718.0,72,51,51,41,179.0,537.0,0.5,0.041884816753926704,0.5990697674418605,5370,8590.0,255,6.0,2.0,1932.0,8.916103530553727,6.980075940561763,7.449498005382849,6.4692503167957724,4.290459441148391,4.290459441148391,11.728044909070785
534276290,20,RL,73.0,8339,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959-01-01,1959-01-01,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,SBrkr,882,0,0,882,0,0,1,0,3,1,3,5,8,0,0,Attchd,1959-01-01,RFn,1,294.0,3,3,Y,0,0,0,0,0,0,0,0,Shed,1200,7,2007-01-01,WD,Normal,106500,1.0,0.0,0,882.0,0,48,48,48,176.4,294.0,0.3333333333333333,0.0,0.0,4410,4410.0,336,5.0,3.0,0.0,9.028818495352793,6.78332520060396,6.78332520060396,0.0,0.0,0.0,11.575909653758895
534278150,20,RL,73.0,14357,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1961-01-01,1961-01-01,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,5,311.0,2,167.0,386.0,864.0,GasA,3,Y,SBrkr,1187,0,0,1187,1,0,1,0,2,1,3,6,8,1,3,Attchd,1961-01-01,RFn,2,440.0,3,3,Y,128,0,0,0,0,0,0,0,None,0,8,2007-01-01,CWD,Normal,140500,2.0,478.0,0,1665.0,128,46,46,46,197.83333333333334,593.5,1.0,0.07683073229291716,0.40235690235690236,5935,8325.0,230,12.0,4.0,1434.0,9.572062557136428,7.080026499922591,7.418180822726788,6.171700597410915,0.0,4.859812404361672,11.852969885168331
534278170,20,RL,76.0,8243,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1961-01-01,1961-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,56.0,3,4,CBlock,3,3,1,5,700.0,1,0.0,264.0,964.0,GasA,5,Y,SBrkr,964,0,0,964,0,0,1,0,3,1,3,5,8,1,2,Detchd,1985-01-01,Fin,2,784.0,3,3,Y,170,0,0,0,0,0,0,0,None,0,2,2007-01-01,WD,Normal,137500,1.0,700.0,0,1664.0,170,46,46,22,192.8,321.3333333333333,0.3333333333333333,0.1021021021021021,0.7253886010362695,4820,8320.0,322,5.0,3.0,2100.0,9.01724094201035,6.872128101338986,7.417580402414544,6.55250788703459,0.0,5.14166355650266,11.83138646878959
